##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X
PROV1751;베이커 섬 ;;;;;;;;;;X
PROV1752;생마르탱 ;;;;;;;;;;X
PROV1753;도미니카 ;;;;;;;;;;X
PROV1754;몬트세랫 ;;;;;;;;;;X
PROV1755;세인트 빈센트 ;;;;;;;;;;X
PROV1756;산 호세 델 과비아레 ;;;;;;;;;;X
PROV1757;앵귈라 ;;;;;;;;;;X
PROV1758;트리니다드 ;;;;;;;;;;X
PROV1759;앤티가 & 바부다 ;;;;;;;;;;X
PROV1760;세인트 키츠 ;;;;;;;;;;X
PROV1761;사이바 섬 ;;;;;;;;;;X
PROV1762;네덜란드령 앤틸리스 ;;;;;;;;;;X
PROV1763;세인트 조지스 ;;;;;;;;;;X
PROV1764;바베이도스 ;;;;;;;;;;X
PROV1765;푸에르토 리코 ;;;;;;;;;;X
PROV1766;영국령 버진 아일랜드 ;;;;;;;;;;X
PROV1767;과들루프 ;;;;;;;;;;X
PROV1768;마르티니크 ;;;;;;;;;;X
PROV1769;토바고 ;;;;;;;;;;X
PROV1770;세인트 루시아 ;;;;;;;;;;X
PROV1771;바하마 제도 ;;;;;;;;;;X
PROV1772;터크스 와 케이커스 ;;;;;;;;;;X
PROV1773;버뮤다 제도 ;;;;;;;;;;X
PROV1774;케이맨 제도 ;;;;;;;;;;X
PROV1775;카마구에이 ;;;;;;;;;;X
PROV1776;아바나 ;;;;;;;;;;X
PROV1777;산티아고 데 쿠바 ;;;;;;;;;;X
PROV1778;관타나모 만 해군 기지 ;;;;;;;;;;X
PROV1779;산타 클라라 ;;;;;;;;;;X
PROV1780;시우다드 트루히요 ;;;;;;;;;;X
PROV1781;포르-토-프랭스 ;;;;;;;;;;X
PROV1782;자메이카 ;;;;;;;;;;X
PROV1783;그린란드 ;;;;;;;;;;X
PROV1784;뱅거 ;;;;;;;;;;X
PROV1785;루이스턴 ;;;;;;;;;;X
PROV1786;프레스크 아일 ;;;;;;;;;;X
PROV1787;콩코드 ;;;;;;;;;;X
PROV1788;하트퍼드 ;;;;;;;;;;X
PROV1789;보스턴 ;;;;;;;;;;X
PROV1790;벌링턴 ;;;;;;;;;;X
PROV1791;버팔로 ;;;;;;;;;;X
PROV1792;시러큐스 ;;;;;;;;;;X
PROV1793;올버니 ;;;;;;;;;;X
PROV1794;워터타운 ;;;;;;;;;;X
PROV1795;뉴욕 ;;;;;;;;;;X
PROV1796;프로비던스 ;;;;;;;;;;X
PROV1797;뉴어크 ;;;;;;;;;;X
PROV1798;워런 ;;;;;;;;;;X
PROV1799;뉴버그 ;;;;;;;;;;X
PROV1800;빙햄프턴 ;;;;;;;;;;X
PROV1801;해리스버그 ;;;;;;;;;;X
PROV1802;앨투나 ;;;;;;;;;;X
PROV1803;윌리엄즈포트 ;;;;;;;;;;X
PROV1804;스크랜턴 ;;;;;;;;;;X
PROV1805;필라델피아 ;;;;;;;;;;X
PROV1806;피츠버그 ;;;;;;;;;;X
PROV1807;케이프 찰스 ;;;;;;;;;;X
PROV1808;볼티모어 ;;;;;;;;;;X
PROV1809;워싱턴 ;;;;;;;;;;X
PROV1810;클라크스버그 ;;;;;;;;;;X
PROV1811;헌팅턴 ;;;;;;;;;;X
PROV1812;노퍽 ;;;;;;;;;;X
PROV1813;리치먼드 ;;;;;;;;;;X
PROV1814;알링턴 ;;;;;;;;;;X
PROV1815;댄빌 ;;;;;;;;;;X
PROV1816;샬러츠빌 ;;;;;;;;;;X
PROV1817;베클리 ;;;;;;;;;;X
PROV1818;로어노크 ;;;;;;;;;;X
PROV1819;루이빌 ;;;;;;;;;;X
PROV1820;렉싱턴 ;;;;;;;;;;X
PROV1821;콜럼버스 ;;;;;;;;;;X
PROV1822;털리도 ;;;;;;;;;;X
PROV1823;신시내티 ;;;;;;;;;;X
PROV1824;이리 ;;;;;;;;;;X
PROV1825;클리블랜드 ;;;;;;;;;;X
PROV1826;포트 웨인 ;;;;;;;;;;X
PROV1827;에번즈빌 ;;;;;;;;;;X
PROV1828;인디애나폴리스 ;;;;;;;;;;X
PROV1829;피오리아 ;;;;;;;;;;X
PROV1830;디케이터 ;;;;;;;;;;X
PROV1831;벨빌 ;;;;;;;;;;X
PROV1832;시카고 ;;;;;;;;;;X
PROV1833;세인트 루이스 ;;;;;;;;;;X
PROV1834;세인트 조지프 ;;;;;;;;;;X
PROV1835;세인트 찰스 ;;;;;;;;;;X
PROV1836;스프링필드 ;;;;;;;;;;X
PROV1837;시더 래피드 ;;;;;;;;;;X
PROV1838;디 모인 ;;;;;;;;;;X
PROV1839;밀워키 ;;;;;;;;;;X
PROV1840;오 클레어 ;;;;;;;;;;X
PROV1841;그린베이 ;;;;;;;;;;X
PROV1842;그랜드 래피즈 ;;;;;;;;;;X
PROV1843;마켓 ;;;;;;;;;;X
PROV1844;플린트 ;;;;;;;;;;X
PROV1845;디트로이트 ;;;;;;;;;;X
PROV1846;로체스터 ;;;;;;;;;;X
PROV1847;미니애폴리스 ;;;;;;;;;;X
PROV1848;슈피리어 ;;;;;;;;;;X
PROV1849;덜루스 ;;;;;;;;;;X
PROV1850;세인트 폴 ;;;;;;;;;;X
PROV1851;마일즈 시티 ;;;;;;;;;;X
PROV1852;마이넛 ;;;;;;;;;;X
PROV1853;포트 펙 ;;;;;;;;;;X
PROV1854;그랜드 포크스 ;;;;;;;;;;X
PROV1855;파고 ;;;;;;;;;;X
PROV1856;비즈마크 ;;;;;;;;;;X
PROV1857;수 폴즈 ;;;;;;;;;;X
PROV1858;래피드 시티;;;;;;;;;;X
PROV1859;링컨 ;;;;;;;;;;X
PROV1860;오마하 ;;;;;;;;;;X
PROV1861;쾨르드 알렌 ;;;;;;;;;;X
PROV1862;보즈먼 ;;;;;;;;;;X
PROV1863;헬레나 ;;;;;;;;;;X
PROV1864;그레이트 폴스 ;;;;;;;;;;X
PROV1865;미줄라 ;;;;;;;;;;X
PROV1866;캐스퍼 ;;;;;;;;;;X
PROV1867;글렌다이브 ;;;;;;;;;;X
PROV1868;빌링스 ;;;;;;;;;;X
PROV1869;아이다호 폴스 ;;;;;;;;;;X
PROV1870;렉스버그 ;;;;;;;;;;X
PROV1871;보이시 ;;;;;;;;;;X
PROV1872;스포캔 ;;;;;;;;;;X
PROV1873;예키모 ;;;;;;;;;;X
PROV1874;시애틀 ;;;;;;;;;;X
PROV1875;위냇치 ;;;;;;;;;;X
PROV1876;왈라 왈라 ;;;;;;;;;;X
PROV1877;터코마 ;;;;;;;;;;X
PROV1878;포틀랜드 ;;;;;;;;;;X
PROV1879;유진 ;;;;;;;;;;X
PROV1880;클래머스 폴스 ;;;;;;;;;;X
PROV1881;트윈 폴스 ;;;;;;;;;;X
PROV1882;벤드 ;;;;;;;;;;X
PROV1883;프레즈노 ;;;;;;;;;;X
PROV1884;산타 로사 ;;;;;;;;;;X
PROV1885;레딩 ;;;;;;;;;;X
PROV1886;샌디에이고 ;;;;;;;;;;X
PROV1887;로스앤젤레스 ;;;;;;;;;;X
PROV1888;새크라멘토 ;;;;;;;;;;X
PROV1889;샌프란시스코 ;;;;;;;;;;X
PROV1890;유레카 ;;;;;;;;;;X
PROV1891;샌타바버라 ;;;;;;;;;;X
PROV1892;샌버너디노 ;;;;;;;;;;X
PROV1893;라스베이거스 ;;;;;;;;;;X
PROV1894;엘코 ;;;;;;;;;;X
PROV1895;리노 ;;;;;;;;;;X
PROV1896;솔트레이크 시티 ;;;;;;;;;;X
PROV1897;그랜드 정크션 ;;;;;;;;;;X
PROV1898;록 스프링스 ;;;;;;;;;;X
PROV1899;세인트 조지 ;;;;;;;;;;X
PROV1900;피닉스 ;;;;;;;;;;X
PROV1901;투손 ;;;;;;;;;;X
PROV1902;플래그스태프 ;;;;;;;;;;X
PROV1903;칼즈배드 ;;;;;;;;;;X
PROV1904;앨버커키 ;;;;;;;;;;X
PROV1905;로즈웰 ;;;;;;;;;;X
PROV1906;산타 페 ;;;;;;;;;;X
PROV1907;샤이엔 ;;;;;;;;;;X
PROV1908;덴버 ;;;;;;;;;;X
PROV1909;콜로라도 스프링스 ;;;;;;;;;;X
PROV1910;위치토 ;;;;;;;;;;X
PROV1911;로턴 ;;;;;;;;;;X
PROV1912;털사 ;;;;;;;;;;X
PROV1913;오클라호마 시티 ;;;;;;;;;;X
PROV1914;캔자스 시티 ;;;;;;;;;;X
PROV1915;존즈버러 ;;;;;;;;;;X
PROV1916;아드모어 ;;;;;;;;;;X
PROV1917;포트 스미스 ;;;;;;;;;;X
PROV1918;리틀 록 ;;;;;;;;;;X
PROV1919;타일러 ;;;;;;;;;;X
PROV1920;러벅 ;;;;;;;;;;X
PROV1921;애머릴로 ;;;;;;;;;;X
PROV1922;코퍼스 크리스티 ;;;;;;;;;;X
PROV1923;엘 파소 ;;;;;;;;;;X
PROV1924;댈러스 ;;;;;;;;;;X
PROV1925;오스틴 ;;;;;;;;;;X
PROV1926;샌안토니오 ;;;;;;;;;;X
PROV1927;애빌린 ;;;;;;;;;;X
PROV1928;휴스턴 ;;;;;;;;;;X
PROV1929;먼로 ;;;;;;;;;;X
PROV1930;슈리브포트 ;;;;;;;;;;X
PROV1931;뉴올리언스 ;;;;;;;;;;X
PROV1932;배턴 루지 ;;;;;;;;;;X
PROV1933;파인 블러프 ;;;;;;;;;;X
PROV1934;라피엣 ;;;;;;;;;;X
PROV1935;투펠로 ;;;;;;;;;;X
PROV1936;터스컬루사 ;;;;;;;;;;X
PROV1937;나체즈 ;;;;;;;;;;X
PROV1938;빅스버그 ;;;;;;;;;;X
PROV1939;잭슨 ;;;;;;;;;;X
PROV1940;멤피스 ;;;;;;;;;;X
PROV1941;채터누가 ;;;;;;;;;;X
PROV1942;녹스빌 ;;;;;;;;;;X
PROV1943;내슈빌 ;;;;;;;;;;X
PROV1944;모빌 ;;;;;;;;;;X
PROV1945;개즈던 ;;;;;;;;;;X
PROV1946;버밍햄 ;;;;;;;;;;X
PROV1947;몽고메리 ;;;;;;;;;;X
PROV1948;탬파 ;;;;;;;;;;X
PROV1949;올랜도 ;;;;;;;;;;X
PROV1950;팬서콜라 ;;;;;;;;;;X
PROV1951;탤러해시 ;;;;;;;;;;X
PROV1952;잭슨빌 ;;;;;;;;;;X
PROV1953;마이애미 ;;;;;;;;;;X
PROV1954;메이컨 ;;;;;;;;;;X
PROV1955;애틀랜타 ;;;;;;;;;;X
PROV1956;서배너 ;;;;;;;;;;X
PROV1957;컬럼비아 ;;;;;;;;;;X
PROV1958;그린빌 ;;;;;;;;;;X
PROV1959;오거스타 ;;;;;;;;;;X
PROV1960;찰스턴 ;;;;;;;;;;X
PROV1961;롤리 ;;;;;;;;;;X
PROV1962;샬럿 ;;;;;;;;;;X
PROV1963;윌밍턴 ;;;;;;;;;;X
PROV1964;애슈빌 ;;;;;;;;;;X
PROV1965;툭스틀라 구티에레스 ;;;;;;;;;;X
PROV1966;메리다 ;;;;;;;;;;X
PROV1967;마타모로스 ;;;;;;;;;;X
PROV1968;베라크루스 ;;;;;;;;;;X
PROV1969;푸에블라 데 사라고사 ;;;;;;;;;;X
PROV1970;오악사카 데 후아레스 ;;;;;;;;;;X
PROV1971;모렐리아 ;;;;;;;;;;X
PROV1972;아카풀코 데 후아레스 ;;;;;;;;;;X
PROV1973;레온 데 로스 알다마 ;;;;;;;;;;X
PROV1974;멕시코 시티 ;;;;;;;;;;X
PROV1975;몬테레이 ;;;;;;;;;;X
PROV1976;살티요 ;;;;;;;;;;X
PROV1977;시우다드 후아레스 ;;;;;;;;;;X
PROV1978;아과스칼리엔테스 ;;;;;;;;;;X
PROV1979;에르모시요 ;;;;;;;;;;X
PROV1980;쿨리아칸 로살레스 ;;;;;;;;;;X
PROV1981;티후아나 ;;;;;;;;;;X
PROV1982;과달라하라 ;;;;;;;;;;X
PROV1983;니피곤 호 ;;;;;;;;;;X
PROV1984;우즈 호 ;;;;;;;;;;X
PROV1985;칼리 ;;;;;;;;;;X
PROV1986;바랑키야 ;;;;;;;;;;X
PROV1987;메델린 ;;;;;;;;;;X
PROV1988;마라카이보 ;;;;;;;;;;X
PROV1989;바르키시메토 ;;;;;;;;;;X
PROV1990;쿠쿠타 ;;;;;;;;;;X
PROV1991;산타 페 데 보고타 ;;;;;;;;;;X
PROV1992;시우다드 볼리바르 ;;;;;;;;;;X
PROV1993;카라카스 ;;;;;;;;;;X
PROV1994;비야비센시오 ;;;;;;;;;;X
PROV1995;마투린 ;;;;;;;;;;X
PROV1996;바리나스 ;;;;;;;;;;X
PROV1997;조지타운 ;;;;;;;;;;X
PROV1998;바르티카 ;;;;;;;;;;X
PROV1999;파라마리보 ;;;;;;;;;;X
PROV2000;카옌 ;;;;;;;;;;X
PROV2001;마나카푸루 ;;;;;;;;;;X
PROV2002;리오 브랑코 ;;;;;;;;;;X
PROV2003;테페 ;;;;;;;;;;X
PROV2004;마라바 ;;;;;;;;;;X
PROV2005;마나우스 ;;;;;;;;;;X
PROV2006;마카파 ;;;;;;;;;;X
PROV2007;푸요 ;;;;;;;;;;X
PROV2008;이키토스 ;;;;;;;;;;X
PROV2009;플로렌시아 ;;;;;;;;;;X
PROV2010;나우타 ;;;;;;;;;;X
PROV2011;푸칼파 ;;;;;;;;;;X
PROV2012;레케나 ;;;;;;;;;;X
PROV2013;푸에르토 말도나도 ;;;;;;;;;;X
PROV2014;트루히요 ;;;;;;;;;;X
PROV2015;쿠스코 ;;;;;;;;;;X
PROV2016;리마 ;;;;;;;;;;X
PROV2017;아레키파 ;;;;;;;;;;X
PROV2018;타라포토 ;;;;;;;;;;X
PROV2019;코비하 ;;;;;;;;;;X
PROV2020;라 파스 ;;;;;;;;;;X
PROV2021;수크레 ;;;;;;;;;;X
PROV2022;발파라이소 ;;;;;;;;;;X
PROV2023;산티아고 데 칠레 ;;;;;;;;;;X
PROV2024;이키케 ;;;;;;;;;;X
PROV2025;안토파가스타 ;;;;;;;;;;X
PROV2026;살타 ;;;;;;;;;;X
PROV2027;산 미겔 데 투쿠만 ;;;;;;;;;;X
PROV2028;멘도사 ;;;;;;;;;;X
PROV2029;산 후안 ;;;;;;;;;;X
PROV2030;푼타 아레나스 ;;;;;;;;;;X
PROV2031;테무코 ;;;;;;;;;;X
PROV2032;탈카우아노 ;;;;;;;;;;X
PROV2033;하엔 ;;;;;;;;;;X
PROV2034;네우켄 ;;;;;;;;;;X
PROV2035;엘 칼라파테 ;;;;;;;;;;X
PROV2036;리오 가예고스 ;;;;;;;;;;X
PROV2037;코모도로 리바다비아 ;;;;;;;;;;X
PROV2038;트렐레우 ;;;;;;;;;;X
PROV2039;비에드마 ;;;;;;;;;;X
PROV2040;산티아고 데 과야킬 ;;;;;;;;;;X
PROV2041;갈라파고스 제도 ;;;;;;;;;;X
PROV2042;산 프란시스코 데 키토 ;;;;;;;;;;X
PROV2043;포르베니르 ;;;;;;;;;;X
PROV2044;우수아이아 ;;;;;;;;;;X
PROV2045;말비나스 제도 ;;;;;;;;;;X
PROV2046;비야 하예스 ;;;;;;;;;;X
PROV2047;아순시온 ;;;;;;;;;;X
PROV2048;라 플라타 ;;;;;;;;;;X
PROV2049;코리엔테스 ;;;;;;;;;;X
PROV2050;부에노스 아이레스 ;;;;;;;;;;X
PROV2051;살토 ;;;;;;;;;;X
PROV2052;몬테비데오 ;;;;;;;;;;X
PROV2053;마르 델 플라타 ;;;;;;;;;;X
PROV2054;코르도바 ;;;;;;;;;;X
PROV2055;로사리오 ;;;;;;;;;;X
PROV2056;레시스텐시아 ;;;;;;;;;;X
PROV2057;쿠리치바 ;;;;;;;;;;X
PROV2058;포르투 알레그리 ;;;;;;;;;;X
PROV2059;상 파울루 ;;;;;;;;;;X
PROV2060;캄푸 그란데 ;;;;;;;;;;X
PROV2061;쿠이아바 ;;;;;;;;;;X
PROV2062;포르투 벨류 ;;;;;;;;;;X
PROV2063;산타 크루스 데 라 시에라 ;;;;;;;;;;X
PROV2064;라 산티시마 트리니다드 ;;;;;;;;;;X
PROV2065;테레지나 ;;;;;;;;;;X
PROV2066;바레이라스 ;;;;;;;;;;X
PROV2067;고이아니아 ;;;;;;;;;;X
PROV2068;벨렘 ;;;;;;;;;;X
PROV2069;상 루이스 ;;;;;;;;;;X
PROV2070;나타우 ;;;;;;;;;;X
PROV2071;헤시피 ;;;;;;;;;;X
PROV2072;포르탈레자 ;;;;;;;;;;X
PROV2073;사우바도르 ;;;;;;;;;;X
PROV2074;비토리아 ;;;;;;;;;;X
PROV2075;리우 데 자네이루 ;;;;;;;;;;X
PROV2076;벨루 오리존치 ;;;;;;;;;;X
PROV2077;산 호세 데 다비드 ;;;;;;;;;;X
PROV2078;시우다드 데 파나마 ;;;;;;;;;;X
PROV2079;산 살바도르 ;;;;;;;;;;X
PROV2080;마나과 ;;;;;;;;;;X
PROV2081;산 호세 ;;;;;;;;;;X
PROV2082;블루필즈 ;;;;;;;;;;X
PROV2083;푸에르토 리몬 ;;;;;;;;;;X
PROV2084;산 페드로 술라 ;;;;;;;;;;X
PROV2085;테구시갈파 ;;;;;;;;;;X
PROV2086;벨리즈 시티 ;;;;;;;;;;X
PROV2087;푸에르토 바리오스 ;;;;;;;;;;X
PROV2088;시우다드 데 과테말라 ;;;;;;;;;;X
PROV2089;밴쿠버 ;;;;;;;;;;X
PROV2090;빅토리아 ;;;;;;;;;;X
PROV2091;프린스 조지 ;;;;;;;;;;X
PROV2092;재스퍼 ;;;;;;;;;;X
PROV2093;텔레그라프 크릭 ;;;;;;;;;;X
PROV2094;화이트호스 ;;;;;;;;;;X
PROV2095;포트 심프슨 ;;;;;;;;;;X
PROV2096;옐로나이프 ;;;;;;;;;;X
PROV2097;란킨 인렛 ;;;;;;;;;;X
PROV2098;레이크 하버 ;;;;;;;;;;X
PROV2099;포트 레절루션 ;;;;;;;;;;X
PROV2100;새스커툰 ;;;;;;;;;;X
PROV2101;리자이나 ;;;;;;;;;;X
PROV2102;프린스 앨버트 ;;;;;;;;;;X
PROV2103;에드먼턴 ;;;;;;;;;;X
PROV2104;캘거리 ;;;;;;;;;;X
PROV2105;그랜드 프레이리 ;;;;;;;;;;X
PROV2106;위니펙 ;;;;;;;;;;X
PROV2107;플린 플론 ;;;;;;;;;;X
PROV2108;오타와 ;;;;;;;;;;X
PROV2109;해밀턴 ;;;;;;;;;;X
PROV2110;포트 윌리엄 ;;;;;;;;;;X
PROV2111;토론토 ;;;;;;;;;;X
PROV2112;코크런 ;;;;;;;;;;X
PROV2113;펨브룩 ;;;;;;;;;;X
PROV2114;서드베리 ;;;;;;;;;;X
PROV2115;포트 세번 ;;;;;;;;;;X
PROV2116;포트 루퍼트 ;;;;;;;;;;X
PROV2117;퀘벡 ;;;;;;;;;;X
PROV2118;셔브룩 ;;;;;;;;;;X
PROV2119;몬트리올 ;;;;;;;;;;X
PROV2120;쎄뜨-일르;;;;;;;;;;X
PROV2121;시쿠티미 ;;;;;;;;;;X
PROV2122;포트 치모 ;;;;;;;;;;X
PROV2123;포트 조지 ;;;;;;;;;;X
PROV2124;리무스키 ;;;;;;;;;;X
PROV2125;발 드 오르 ;;;;;;;;;;X
PROV2126;트루아 리비에르 ;;;;;;;;;;X
PROV2127;로베르발 ;;;;;;;;;;X
PROV2128;프레더릭턴 ;;;;;;;;;;X
PROV2129;수 세인트 마리 ;;;;;;;;;;X
PROV2130;세인트 존 ;;;;;;;;;;X
PROV2131;멍크턴 ;;;;;;;;;;X
PROV2132;핼리팩스 ;;;;;;;;;;X
PROV2133;샬럿타운 ;;;;;;;;;;X
PROV2134;글라스 베이 ;;;;;;;;;;X
PROV2135;생 피에르 ;;;;;;;;;;X
PROV2136;구스 베이 ;;;;;;;;;;X
PROV2137;세인트 존스 ;;;;;;;;;;X
PROV2138;나인 ;;;;;;;;;;X
PROV2139;딜링햄 ;;;;;;;;;;X
PROV2140;페어뱅크스 ;;;;;;;;;;X
PROV2141;주노 ;;;;;;;;;;X
PROV2142;앵커리지 ;;;;;;;;;;X
PROV2143;치그닉 ;;;;;;;;;;X
PROV2144;베델 ;;;;;;;;;;X
PROV2145;놈 ;;;;;;;;;;X
PROV2146;태너나 ;;;;;;;;;;X
PROV2147;발디즈 ;;;;;;;;;;X
PROV2148;프린스 루퍼트 ;;;;;;;;;;X
PROV2149;퀸 샬럿 ;;;;;;;;;;X
PROV2150;에이댁 ;;;;;;;;;;X
PROV2151;더치 하버 ;;;;;;;;;;X
PROV2152;말뫼 ;;;;;;;;;;X
PROV2153;예테보리 ;;;;;;;;;;X
PROV2154;욘셰핑 ;;;;;;;;;;X
PROV2155;칼마르 ;;;;;;;;;;X
PROV2156;비스뷔 ;;;;;;;;;;X
PROV2157;린셰핑 ;;;;;;;;;;X
PROV2158;웁살라 ;;;;;;;;;;X
PROV2159;스톡홀름 ;;;;;;;;;;X
PROV2160;외레르보 ;;;;;;;;;;X
PROV2161;칼스타드 ;;;;;;;;;;X
PROV2162;예블레 ;;;;;;;;;;X
PROV2163;빌헬미나 ;;;;;;;;;;X
PROV2164;외스테르순드 ;;;;;;;;;;X
PROV2165;우메아 ;;;;;;;;;;X
PROV2166;룰레아 ;;;;;;;;;;X
PROV2167;키루나 ;;;;;;;;;;X
PROV2168;쿤두즈 ;;;;;;;;;;X
PROV2169;칸다하르 ;;;;;;;;;;X
PROV2170;잘랄라바드;;;;;;;;;;X
PROV2171;카불 ;;;;;;;;;;X
PROV2172;헤라트 ;;;;;;;;;;X
PROV2173;와한 ;;;;;;;;;;X
PROV2174;애투 섬 ;;;;;;;;;;X
PROV2175;벵가지 해안 ;;;;;;;;;;X
PROV2176;나일 삼각주 ;;;;;;;;;;X
PROV2177;살룸 만 ;;;;;;;;;;X
PROV2178;이집트 해안 ;;;;;;;;;;X
PROV2179;티레니아 해 ;;;;;;;;;;X
PROV2180;카포 파세로 ;;;;;;;;;;X
PROV2181;시칠리아 해협 ;;;;;;;;;;X
PROV2182;가에타 만 ;;;;;;;;;;X
PROV2183;가베스 만 ;;;;;;;;;;X
PROV2184;나폴리 만 ;;;;;;;;;;X
PROV2185;시드라 만 ;;;;;;;;;;X
PROV2186;타란토 만 ;;;;;;;;;;X
PROV2187;카탈루냐 해 ;;;;;;;;;;X
PROV2188;리옹 만 ;;;;;;;;;;X
PROV2189;리구리아 해 ;;;;;;;;;;X
PROV2190;발레아레스 해 ;;;;;;;;;;X
PROV2191;사르데냐 해 ;;;;;;;;;;X
PROV2192;칼리아리 만 ;;;;;;;;;;X
PROV2193;튀니스 만 ;;;;;;;;;;X
PROV2194;알제리 해안 ;;;;;;;;;;X
PROV2195;알보란 해 ;;;;;;;;;;X
PROV2196;팔로스 곶 ;;;;;;;;;;X
PROV2197;홍해 ;;;;;;;;;;X
PROV2198;바브-엘-만데브 해협 ;;;;;;;;;;X
PROV2199;소말리아 해안 ;;;;;;;;;;X
PROV2200;아덴 만 ;;;;;;;;;;X
PROV2201;소코트라 군도 ;;;;;;;;;;X
PROV2202;하푼 곶 ;;;;;;;;;;X
PROV2203;남 소말리아 해분 ;;;;;;;;;;X
PROV2204;북 소말리아 해분 ;;;;;;;;;;X
PROV2205;서 아라비아 해분 ;;;;;;;;;;X
PROV2206;오언 단열대 ;;;;;;;;;;X
PROV2207;그와타르 만 ;;;;;;;;;;X
PROV2208;인더스 하구 ;;;;;;;;;;X
PROV2209;북 아라비아 해분 ;;;;;;;;;;X
PROV2210;오만 해안 ;;;;;;;;;;X
PROV2211;오만 만 ;;;;;;;;;;X
PROV2212;페르시아 만 ;;;;;;;;;;X
PROV2213;칼스버그 해령 ;;;;;;;;;;X
PROV2214;남 아라비아 해분 ;;;;;;;;;;X
PROV2215;파두아 뱅크 ;;;;;;;;;;X
PROV2216;말라바르 해안 ;;;;;;;;;;X
PROV2217;남 차고스-래카다이브 해대 ;;;;;;;;;;X
PROV2218;동 아라비아 해분 ;;;;;;;;;;X
PROV2219;남 차고스-래카다이브 해대 ;;;;;;;;;;X
PROV2220;봄베토카 만 ;;;;;;;;;;X
PROV2221;빌라난드로 곶 ;;;;;;;;;;X
PROV2222;운가마 만 ;;;;;;;;;;X
PROV2223;서 마스카렌 해분 ;;;;;;;;;;X
PROV2224;이냠바네 만 ;;;;;;;;;;X
PROV2225;소팔라 만 ;;;;;;;;;;X
PROV2226;치리비히나 하구 ;;;;;;;;;;X
PROV2227;북서 마다가스카르 해분 ;;;;;;;;;;X
PROV2228;마남보브 하구 ;;;;;;;;;;X
PROV2229;마소알라 곶 ;;;;;;;;;;X
PROV2230;동 대서양-인도양 해령 ;;;;;;;;;;X
PROV2231;아굴라스 해대 ;;;;;;;;;;X
PROV2232;희망봉 ;;;;;;;;;;X
PROV2233;와일드 해안 ;;;;;;;;;;X
PROV2234;나미브 해안 ;;;;;;;;;;X
PROV2235;케이프 해분 ;;;;;;;;;;X
PROV2236;아굴라스 해령 ;;;;;;;;;;X
PROV2237;트리스탄 다 쿠냐 섬 ;;;;;;;;;;X
PROV2238;트리스탄 다 쿠냐 단열대 ;;;;;;;;;;X
PROV2239;앙골라 심해저평원 ;;;;;;;;;;X
PROV2240;세인트 헬레나 섬 ;;;;;;;;;;X
PROV2241;월비스 해령 ;;;;;;;;;;X
PROV2242;프리아 곶 ;;;;;;;;;;X
PROV2243;콩고 하구 ;;;;;;;;;;X
PROV2244;로페즈 곶 ;;;;;;;;;;X
PROV2245;콩고 해저협곡 ;;;;;;;;;;X
PROV2246;앙골라 해분 ;;;;;;;;;;X
PROV2247;남서 대서양 ;;;;;;;;;;X
PROV2248;어센션 ;;;;;;;;;;X
PROV2249;베닌 만 ;;;;;;;;;;X
PROV2250;기니 만 ;;;;;;;;;;X
PROV2251;기니 해분 ;;;;;;;;;;X
PROV2252;황금 해안 ;;;;;;;;;;X
PROV2253;곡물 해안 ;;;;;;;;;;X
PROV2254;어센션 단열대 ;;;;;;;;;;X
PROV2255;로망슈 단열대 ;;;;;;;;;;X
PROV2256;브라질 해분 ;;;;;;;;;;X
PROV2257;시에라리온 해안 ;;;;;;;;;;X
PROV2258;베르가 곶 ;;;;;;;;;;X
PROV2259;감비아 해분 ;;;;;;;;;;X
PROV2260;시에라리온 해분 ;;;;;;;;;;X
PROV2261;카보 베르데 제도 ;;;;;;;;;;X
PROV2262;적도무풍대 단열대 ;;;;;;;;;;X
PROV2263;북 카스피 해 ;;;;;;;;;;X
PROV2264;블랑 곶 ;;;;;;;;;;X
PROV2265;동 카나리아 제도 ;;;;;;;;;;X
PROV2266;동 카보 베르데 근해 ;;;;;;;;;;X
PROV2267;서 카나리아 제도 ;;;;;;;;;;X
PROV2268;남 카보 베르데 심해저평원 ;;;;;;;;;;X
PROV2269;북 카보 베르데 심해저평원 ;;;;;;;;;;X
PROV2270;북부 남중대서양-중앙해령 ;;;;;;;;;;X
PROV2271;파라 심해저평원 ;;;;;;;;;;X
PROV2272;상 페드로 상 파울로 군도 ;;;;;;;;;;X
PROV2273;페르남부쿠 심해저평원 ;;;;;;;;;;X
PROV2274;데메라소 심해저평원 ;;;;;;;;;;X
PROV2275;남부 중앙대서양-중앙해령 ;;;;;;;;;;X
PROV2276;북부 중앙대서양-중앙해령 ;;;;;;;;;;X
PROV2277;볼라도르 곶 ;;;;;;;;;;X
PROV2278;카디스 만 ;;;;;;;;;;X
PROV2279;모로코 해안 ;;;;;;;;;;X
PROV2280;마데이라 심해저평원 ;;;;;;;;;;X
PROV2281;파로 해저협곡 ;;;;;;;;;;X
PROV2282;남 이베리아 심해저평원 ;;;;;;;;;;X
PROV2283;세투발 만 ;;;;;;;;;;X
PROV2284;북 이베리아 심해저평원 ;;;;;;;;;;X
PROV2285;피니스테레 곶 ;;;;;;;;;;X
PROV2286;마데이라 섬 ;;;;;;;;;;X
PROV2287;테르세이라 열개지 ;;;;;;;;;;X
